2MASS%20J12315292+5535255,DA+M
2MASS%20J12321435+3513241,DA+M
2MASS%20J12322379+3808591,DA+M
2MASS%20J12332529+2832414,DA+M
2MASS%20J12332966+6008546,DA
2MASS%20J12334759+1253454,DQ
2MASS%20J12340916+1936308,DA+M
2MASS%20J12341097+5808155,DA
2MASS%20J12351567+5503178,DA
2MASS%20J12352866+0030421,DA+M
2MASS%20J12353983+2541424,DA+M
2MASS%20J12374322+6023203,DA
2MASS%20J12374924+6143438,DA+M
2MASS%20J12383440+3627421,DA+M
2MASS%20J12383631-0040421,DA+M
2MASS%20J12390290+6549346,DA+M
2MASS%20J12392231+0055484,DA+M
2MASS%20J12405480+4340435,DA+M
2MASS%20J12414136+1405388,DA+M
2MASS%20J12434295+1449556,DA+M
2MASS%20J12435677-0647584,DA+M
2MASS%20J12461183+3250595,DA+M
2MASS%20J12470277+3134484,DA+M
2MASS%20J12483175+4353183,DA+M
2MASS%20J12491923+2804587,DA+M
2MASS%20J12493509+3751326,DA+M
2MASS%20J12510516+5027274,DA+M
2MASS%20J12510844+3440504,DA+M
2MASS%20J12512317+3800291,DA
2MASS%20J12520718+0121570,DA+M
2MASS%20J12521518+0410428,DA
2MASS%20J12534155+1034138,DA+M
2MASS%20J12535421+5813276,DA+M
2MASS%20J12542755+2915316,DA+M
2MASS%20J12543465+3709595,DA
2MASS%20J12551435+1155597,DA+M
2MASS%20J12564552+2522414,DA+M
2MASS%20J12571608+4236554,DA+M
2MASS%20J12575784+5458408,DA+M
2MASS%20J12582086+3809266,DA+M
2MASS%20J12591953+3219356,DA+M
2MASS%20J12594461+1544558,DA+M
2MASS%20J13002125+0130453,DA
2MASS%20J13002241+3733187,DA+M
2MASS%20J13003200+1530189,DA+M
2MASS%20J13013224+0505359,DA+M
2MASS%20J13013998+1608322,DA
2MASS%20J13040362+1449557,DA+M
2MASS%20J13043916+2922289,DA+M
2MASS%20J13081405+1217053,DA+M
2MASS%20J13095635+2928048,DA+M
2MASS%20J13120812+0020579,DA+M
2MASS%20J13124792-0034274,DA+M
2MASS%20J13124941+5927174,DA+M
2MASS%20J13131314+0226457,DC
2MASS%20J13132830-0353198,DA
2MASS%20J13133474+0237507,DA+M
2MASS%20J13135097+0634323,DA+M
2MASS%20J13164607+2735536,DA+M
2MASS%20J13181596+4432087,DA+M
2MASS%20J13195420+0134182,DA+M
2MASS%20J13200125+1128054,DA+M
2MASS%20J13204027+6612150,DA+M
2MASS%20J13234190+5416367,DA+M
2MASS%20J13235532+3018284,DA+M
2MASS%20J13242710+0804257,DA+M
2MASS%20J13272569+5057111,DA+M
2MASS%20J13283094+1259411,DA+M
2MASS%20J13291488+1147226,DA+M
2MASS%20J13292523+1230249,DA+M
2MASS%20J13293369+2557435,DA+M
2MASS%20J13294256+6655398,DA+M
2MASS%20J13305791+4552244,DA+M
2MASS%20J13305820+0127065,DA+M
2MASS%20J13310076+0844046,DA+M
2MASS%20J13313025+6623054,DA+M
2MASS%20J13313540-0550314,DA
2MASS%20J13340001+1054526,DA+M
2MASS%20J13360863+1501431,DA+M
2MASS%20J13361306+1246129,DA+M
2MASS%20J13372274+2028547,DA+M
2MASS%20J13372528+3952388,DA
2MASS%20J13373231+0828154,DA+M
2MASS%20J13383006+1020346,DA+M
2MASS%20J13391803+5937523,DA+M
2MASS%20J13400805+0822485,DA+M
2MASS%20J13405101+3210157,DA+M
2MASS%20J13410002+6026104,DA+M
2MASS%20J13420894+0448526,DA+M
2MASS%20J13445113+4110364,DA+M
2MASS%20J13452062+1748055,DA+M
2MASS%20J13453297+4200437,DC
2MASS%20J13455766+3300509,DA+M
2MASS%20J13472181+2707250,DA+M
2MASS%20J13472585+0848575,DA+M
2MASS%20J13484164+1834107,DA+M
2MASS%20J13494250+4730015,DA+M
2MASS%20J13501259+2740198,DA+M
2MASS%20J13503954+2615117,DA+M
2MASS%20J13511833+1819003,DA
2MASS%20J13520197-0054195,DA
2MASS%20J13593098-1010293,DA+M
2MASS%20J13593188+0544208,DA+M
2MASS%20J13593561+3624000,DA+M
2MASS%20J14020252+2525518,DA+M
2MASS%20J14035767+5418567,DA+M
2MASS%20J14053488+0409080,DA
2MASS%20J14054487+6005364,DA+M
2MASS%20J14072305+0038415,DA+M
2MASS%20J14081683+3314489,DA+M
2MASS%20J14092326+3710488,DA+M
2MASS%20J14094956+4339113,DA+M
2MASS%20J14105278+3754356,DA+M
2MASS%20J14105772-0202362,DA
2MASS%20J14122061+6541234,DA+M
2MASS%20J14123151+2640551,DA+M
